02, 74642371031, 20220203142819, 20220908154413, 
01, 76156374873, 20221113032415, 20221206070817, 
01, 79665794626, 20220307003821, 20220812191229, 
02, 72991655410, 20221210102105, 20221216214654, 
01, 76494127667, 20221016082504, 20221123012634, 
01, 77683783879, 20220824181502, 20221009173201, 
01, 74409898204, 20220520055539, 20220901124329, 
01, 76194663297, 20221021161812, 20221206112501, 
01, 77812364188, 20221007170756, 20221212023124, 
02, 76317347463, 20221124020044, 20221217193917, 
02, 72220986335, 20221119060320, 20221213012736, 
02, 72216275941, 20220104023448, 20220820034952, 
02, 76245256739, 20220709071043, 20220804225437, 
01, 75412038875, 20220728130108, 20221115170917, 
01, 75310475823, 20220904032312, 20221205112429, 
01, 70598044803, 20221213172253, 20221220173100, 
02, 70607987132, 20221030143519, 20221218040424, 
02, 72917278846, 20220111151624, 20220314165247, 
01, 72947087586, 20220525062328, 20221104195605, 
02, 76908791436, 20220625134730, 20221110155635, 
02, 77438281215, 20220318182243, 20221207224105, 
01, 76320763979, 20221129181325, 20221207122641, 
01, 73068850468, 20220614040210, 20220913064927, 
01, 72302387427, 20220824085439, 20221029190324, 
01, 77810328941, 20220714021506, 20221025185357, 
01, 74976155271, 20221207063836, 20221230134437, 
02, 76240421715, 20220814175514, 20221227211740, 
01, 78373640963, 20220204010111, 20220506044710, 
01, 74937147480, 20220124100341, 20221207001535, 
01, 74552154799, 20220412041458, 20220709172409, 
02, 78700588574, 20220529192241, 20221111011202, 
01, 79063685433, 20220225031955, 20220501220111, 
02, 70645299976, 20220826115123, 20221110013830, 
02, 75643561568, 20221130090319, 20221206082150, 
02, 78510497290, 20220813234930, 20221124124442, 
01, 71762531251, 20220708062614, 20220807014753, 
01, 71027753053, 20220427221407, 20220825011132, 
01, 70273430563, 20220501185633, 20220718004704, 
01, 70184730841, 20220703103126, 20220927030718, 
01, 76766423714, 20221205025326, 20221206175546, 
01, 79126225681, 20221218120000, 20221219093404, 
01, 76602045984, 20220406021317, 20221211104406, 
01, 77269548662, 20220811054428, 20221204181030, 
01, 72626076099, 20221220233654, 20221224065719, 
01, 73557235268, 20220203011405, 20220319041736, 
02, 73158059680, 20220131162807, 20220409162559, 
01, 73266626593, 20220331092438, 20220705173651, 
02, 73940979216, 20220623020232, 20221206115818, 
01, 72724343515, 20220102064949, 20221203020422, 
02, 76632499564, 20221016142228, 20221220202154, 
01, 74427408197, 20221218102639, 20221228222208, 
